Run	Assay Type	AssemblyName	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	ENA-FIRST-PUBLIC (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE (run)	ENA-LAST-UPDATE	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	population	ReleaseDate	create_date	version	Sample Name	SRA Study	Super_Population_Code	common_name	external_id	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Sample_name	Scientific_Name	Submitter_Id
ERR3988816	WGS	GCA_000001405.24	300	112486454100	PRJEB36890	SAMEA6603628	9720904847	NYGC	public	sra,run.zq	gs,s3,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990681	Illumina NovaSeq 6000	HG00691	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CHS	2020-04-24T00:00:00Z	2020-04-25T05:54:00Z	1	HG00691	ERP120144	EAS									
ERR3988817	WGS	GCA_000001405.24	300	111030057900	PRJEB36890	SAMEA6603629	9270112346	NYGC	public	cram,sra,run.zq	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990682	Illumina NovaSeq 6000	HG00694	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CHS	2020-04-24T00:00:00Z	2020-04-25T05:49:00Z	1	HG00694	ERP120144	EAS									
ERR3988818	WGS	GCA_000001405.24	300	112715432100	PRJEB36890	SAMEA6603630	9347211670	NYGC	public	sra,run.zq	s3,ncbi,gs	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990683	Illumina NovaSeq 6000	HG00700	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CHS	2020-04-24T00:00:00Z	2020-04-25T05:58:00Z	1	HG00700	ERP120144	EAS									
ERR3988819	WGS	GCA_000001405.24	300	108336274500	PRJEB36890	SAMEA6603631	9189480342	NYGC	public	sra,cram,run.zq	s3,gs,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990684	Illumina NovaSeq 6000	HG00702	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CHS	2020-04-24T00:00:00Z	2020-04-25T05:44:00Z	1	HG00702	ERP120144	EAS									
ERR3988820	WGS	JTFH01	300	116402380200	PRJEB36890	SAMEA6603632	11943375271	NYGC	public	cram,sra,run.zq	s3,ncbi,gs	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990685	Illumina NovaSeq 6000	HG00703	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CHS	2020-04-24T00:00:00Z	2020-04-28T17:31:00Z	1	HG00703	ERP120144	EAS									
ERR3988821	WGS	JTFH01	300	114053497800	PRJEB36890	SAMEA6603633	11916992202	NYGC	public	sra,run.zq,cram	ncbi,s3,gs	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990686	Illumina NovaSeq 6000	HG00706	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CHS	2020-04-24T00:00:00Z	2020-04-28T21:04:00Z	1	HG00706	ERP120144	EAS									
ERR3988822	WGS	JTFH01	300	116234500200	PRJEB36890	SAMEA6603634	11581746616	NYGC	public	run.zq,cram,sra	gs,ncbi,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990687	Illumina NovaSeq 6000	HG00709	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CHS	2020-04-24T00:00:00Z	2020-04-27T17:07:00Z	1	HG00709	ERP120144	EAS									
ERR3988823	WGS	JTFH01	300	112308297000	PRJEB36890	SAMEA6603635	10301181554	NYGC	public	sra,run.zq,cram	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990688	Illumina NovaSeq 6000	HG00733	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-30T01:46:00Z	1	HG00733	ERP120144	AMR									
ERR3988824	WGS	JTFH01	300	108789511500	PRJEB36890	SAMEA6603636	13504256122	NYGC	public	run.zq,cram,sra	gs,s3,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990689	Illumina NovaSeq 6000	HG00735	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-26T13:30:00Z	1	HG00735	ERP120144	AMR									
ERR3988825	WGS	JTFH01	300	114873994800	PRJEB36890	SAMEA6603637	12062808734	NYGC	public	sra,cram,run.zq	ncbi,gs,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990690	Illumina NovaSeq 6000	HG00738	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-29T20:26:00Z	1	HG00738	ERP120144	AMR									
ERR3988826	WGS	JTFH01	300	115946286900	PRJEB36890	SAMEA6603638	10720845057	NYGC	public	cram,run.zq,sra	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990691	Illumina NovaSeq 6000	HG00741	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-27T16:57:00Z	1	HG00741	ERP120144	AMR									
ERR3988827	WGS	JTFH01	300	104761292100	PRJEB36890	SAMEA6603639	13045611821	NYGC	public	run.zq,sra,cram	gs,s3,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990692	Illumina NovaSeq 6000	HG01050	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-26T13:50:00Z	1	HG01050	ERP120144	AMR									
ERR3988828	WGS	JTFH01	300	112335769800	PRJEB36890	SAMEA6603640	10330411941	NYGC	public	run.zq,sra	s3,ncbi,gs	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990693	Illumina NovaSeq 6000	HG01053	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-26T16:12:00Z	1	HG01053	ERP120144	AMR									
ERR3988829	WGS	GCA_000001405.24	300	117466829100	PRJEB36890	SAMEA6603641	9407760463	NYGC	public	sra,run.zq	ncbi,s3,gs	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990694	Illumina NovaSeq 6000	HG01056	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-25T06:23:00Z	1	HG01056	ERP120144	AMR									
ERR3988830	WGS	GCA_000001405.24	300	108790698900	PRJEB36890	SAMEA6603642	9153837959	NYGC	public	sra,cram,run.zq	gs,s3,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990695	Illumina NovaSeq 6000	HG01062	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-25T06:03:00Z	1	HG01062	ERP120144	AMR									
ERR3988831	WGS	JTFH01	300	115997568600	PRJEB36890	SAMEA6603643	12101138663	NYGC	public	cram,sra,run.zq	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990696	Illumina NovaSeq 6000	HG01068	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-29T21:48:00Z	1	HG01068	ERP120144	AMR									
ERR3988832	WGS	JTFH01	300	115658477400	PRJEB36890	SAMEA6603644	10384004647	NYGC	public	run.zq,sra	ncbi,gs,s3	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990697	Illumina NovaSeq 6000	HG01071	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-27T14:41:00Z	1	HG01071	ERP120144	AMR									
ERR3988833	WGS	JTFH01	300	111434925000	PRJEB36890	SAMEA6603645	10556000510	NYGC	public	cram,run.zq,sra	gs,s3,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990698	Illumina NovaSeq 6000	HG01074	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-27T16:50:00Z	1	HG01074	ERP120144	AMR									
ERR3988834	WGS	GCA_000001405.24	300	114883436400	PRJEB36890	SAMEA6603646	11427729924	NYGC	public	run.zq,sra,cram	gs,s3,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990699	Illumina NovaSeq 6000	HG01081	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-25T11:35:00Z	1	HG01081	ERP120144	AMR									
ERR3988835	WGS	GCA_000001405.24	300	116415437400	PRJEB36890	SAMEA6603647	11517843505	NYGC	public	cram,sra,run.zq	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990700	Illumina NovaSeq 6000	HG01084	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-25T05:49:00Z	1	HG01084	ERP120144	AMR									
ERR3988836	WGS	JTFH01	300	107717463300	PRJEB36890	SAMEA6603648	13134675158	NYGC	public	cram,run.zq,sra	ncbi,s3,gs	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990701	Illumina NovaSeq 6000	HG01087	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-26T14:54:00Z	1	HG01087	ERP120144	AMR									
ERR3988837	WGS	JTFH01	300	116100142200	PRJEB36890	SAMEA6603649	12378583035	NYGC	public	sra,run.zq,cram	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990702	Illumina NovaSeq 6000	HG01096	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-28T15:25:00Z	1	HG01096	ERP120144	AMR									
ERR3988838	WGS	JTFH01	300	123095129700	PRJEB36890	SAMEA6603650	10324716228	NYGC	public	run.zq,sra,cram	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990703	Illumina NovaSeq 6000	HG01099	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2021-12-22T00:22:00Z	1	HG01099	ERP120144	AMR									
ERR3988839	WGS	JTFH01	300	116352438000	PRJEB36890	SAMEA6603651	12541676772	NYGC	public	sra,run.zq,cram	gs,ncbi,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990704	Illumina NovaSeq 6000	HG01100	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-28T15:28:00Z	1	HG01100	ERP120144	AMR									
ERR3988840	WGS	JTFH01	300	109881667200	PRJEB36890	SAMEA6603652	10228019598	NYGC	public	run.zq,cram,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990705	Illumina NovaSeq 6000	HG01103	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-27T00:27:00Z	1	HG01103	ERP120144	AMR									
ERR3988841	WGS	JTFH01	300	114258479400	PRJEB36890	SAMEA6603653	11731766775	NYGC	public	run.zq,sra	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990706	Illumina NovaSeq 6000	HG01106	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-27T15:26:00Z	1	HG01106	ERP120144	AMR									
ERR3988842	WGS	JTFH01	300	115218104400	PRJEB36890	SAMEA6603654	10514060566	NYGC	public	sra,run.zq,cram	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990707	Illumina NovaSeq 6000	HG01109	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-28T19:43:00Z	1	HG01109	ERP120144	AMR									
ERR3988843	WGS	JTFH01	300	110508744600	PRJEB36890	SAMEA6603655	10014956948	NYGC	public	sra,run.zq,cram	s3,gs,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990708	Illumina NovaSeq 6000	HG01114	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-28T20:00:00Z	1	HG01114	ERP120144	AMR									
ERR3988844	WGS	JTFH01	300	110575743300	PRJEB36890	SAMEA6603656	10092178468	NYGC	public	run.zq,sra,cram	gs,s3,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990709	Illumina NovaSeq 6000	HG01126	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-26T16:37:00Z	1	HG01126	ERP120144	AMR									
ERR3988845	WGS	JTFH01	300	113947665600	PRJEB36890	SAMEA6603657	10127607005	NYGC	public	sra,run.zq,cram	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990710	Illumina NovaSeq 6000	HG01135	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-26T14:22:00Z	1	HG01135	ERP120144	AMR									
ERR3988846	WGS	JTFH01	300	109747541400	PRJEB36890	SAMEA6603658	10151587991	NYGC	public	sra,run.zq,cram	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990711	Illumina NovaSeq 6000	HG01138	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-27T15:40:00Z	1	HG01138	ERP120144	AMR									
ERR3988847	WGS	JTFH01	300	108555733500	PRJEB36890	SAMEA6603659	13188562813	NYGC	public	sra,run.zq,cram	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990712	Illumina NovaSeq 6000	HG01141	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-26T15:33:00Z	1	HG01141	ERP120144	AMR									
ERR3988848	WGS	JTFH01	300	117582455700	PRJEB36890	SAMEA6603660	12449868250	NYGC	public	sra,run.zq,cram	gs,s3,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990713	Illumina NovaSeq 6000	HG01150	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-28T14:48:00Z	1	HG01150	ERP120144	AMR									
ERR3988849	WGS	JTFH01	300	104805654900	PRJEB36890	SAMEA6603661	13212543860	NYGC	public	sra,run.zq,cram	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990714	Illumina NovaSeq 6000	HG01169	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-30T03:02:00Z	1	HG01169	ERP120144	AMR									
ERR3988850	WGS	JTFH01	300	109126529400	PRJEB36890	SAMEA6603662	10278087358	NYGC	public	run.zq,sra,cram	gs,ncbi,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990715	Illumina NovaSeq 6000	HG01172	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-29T04:20:00Z	1	HG01172	ERP120144	AMR									
ERR3988851	WGS	JTFH01	300	108373848600	PRJEB36890	SAMEA6603663	10100317819	NYGC	public	sra,run.zq,cram	ncbi,gs,s3	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990716	Illumina NovaSeq 6000	HG01175	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-26T17:33:00Z	1	HG01175	ERP120144	AMR									
ERR3988852	WGS	GCA_000001405.24	300	112986225300	PRJEB36890	SAMEA6603664	9893571520	NYGC	public	sra,run.zq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990717	Illumina NovaSeq 6000	HG01178	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-25T09:02:00Z	1	HG01178	ERP120144	AMR									
ERR3988853	WGS	JTFH01	300	116517964800	PRJEB36890	SAMEA6603665	12437379028	NYGC	public	cram,run.zq,sra	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990718	Illumina NovaSeq 6000	HG01184	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-05-01T07:16:00Z	1	HG01184	ERP120144	AMR									
ERR3988854	WGS	JTFH01	300	112031208000	PRJEB36890	SAMEA6603666	10115509614	NYGC	public	sra,run.zq,cram	gs,ncbi,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990719	Illumina NovaSeq 6000	HG01189	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-05-05T03:48:00Z	1	HG01189	ERP120144	AMR									
ERR3988855	WGS	JTFH01	300	104945716800	PRJEB36890	SAMEA6603667	13430727256	NYGC	public	run.zq,sra	ncbi,gs,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990720	Illumina NovaSeq 6000	HG01192	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-28T14:18:00Z	1	HG01192	ERP120144	AMR									
ERR3988856	WGS	GCA_000001405.24	300	116133696900	PRJEB36890	SAMEA6603668	11243156736	NYGC	public	run.zq,sra,cram	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990721	Illumina NovaSeq 6000	HG01199	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-25T08:57:00Z	1	HG01199	ERP120144	AMR									
ERR3988857	WGS	JTFH01	300	106551126600	PRJEB36890	SAMEA6603669	13646401087	NYGC	public	sra,run.zq,cram	ncbi,gs,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990722	Illumina NovaSeq 6000	HG01206	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-28T20:24:00Z	1	HG01206	ERP120144	AMR									
ERR3988858	WGS	JTFH01	300	107818339800	PRJEB36890	SAMEA6603670	13742159100	NYGC	public	run.zq,cram,sra	s3,gs,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990723	Illumina NovaSeq 6000	HG01243	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-28T20:16:00Z	1	HG01243	ERP120144	AMR									
ERR3988859	WGS	JTFH01	300	105377040600	PRJEB36890	SAMEA6603671	13039942957	NYGC	public	cram,sra,run.zq	gs,ncbi,s3	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990724	Illumina NovaSeq 6000	HG01249	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PUR	2020-04-24T00:00:00Z	2020-04-29T22:21:00Z	1	HG01249	ERP120144	AMR									
ERR3988860	WGS	JTFH01	300	116253712800	PRJEB36890	SAMEA6603672	11811819417	NYGC	public	run.zq,cram,sra	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990725	Illumina NovaSeq 6000	HG01252	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-05-01T08:08:00Z	1	HG01252	ERP120144	AMR									
ERR3988861	WGS	GCA_000001405.24	300	116578965900	PRJEB36890	SAMEA6603673	12587297204	NYGC	public	cram,sra,run.zq	s3,gs,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990726	Illumina NovaSeq 6000	HG01255	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-25T09:36:00Z	1	HG01255	ERP120144	AMR									
ERR3988862	WGS	GCA_000001405.24	300	115229884800	PRJEB36890	SAMEA6603674	11046016292	NYGC	public	run.zq,cram,sra	s3,ncbi,gs	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990727	Illumina NovaSeq 6000	HG01258	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-26T04:09:00Z	1	HG01258	ERP120144	AMR									
ERR3988863	WGS	JTFH01	300	115109477100	PRJEB36890	SAMEA6603675	11797602409	NYGC	public	sra,run.zq,cram	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990728	Illumina NovaSeq 6000	HG01261	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-29T02:06:00Z	1	HG01261	ERP120144	AMR									
ERR3988864	WGS	JTFH01	300	113449474800	PRJEB36890	SAMEA6603676	11396124352	NYGC	public	sra,cram,run.zq	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990729	Illumina NovaSeq 6000	HG01273	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-05-01T07:31:00Z	1	HG01273	ERP120144	AMR									
ERR3988865	WGS	JTFH01	300	112319553600	PRJEB36890	SAMEA6603677	10068257547	NYGC	public	sra,cram,run.zq	s3,gs,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990730	Illumina NovaSeq 6000	HG01274	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-30T02:06:00Z	1	HG01274	ERP120144	AMR									
ERR3988866	WGS	JTFH01	300	104075769900	PRJEB36890	SAMEA6603678	13259139069	NYGC	public	run.zq,cram,sra	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990731	Illumina NovaSeq 6000	HG01276	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-30T00:41:00Z	1	HG01276	ERP120144	AMR									
ERR3988867	WGS	GCA_000001405.24	300	112265711400	PRJEB36890	SAMEA6603679	10498307092	NYGC	public	cram,sra,run.zq	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990732	Illumina NovaSeq 6000	HG01278	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-25T21:45:00Z	1	HG01278	ERP120144	AMR									
ERR3988868	WGS	GCA_000001405.24	300	105104068200	PRJEB36890	SAMEA6603680	12302667232	NYGC	public	sra,cram,run.zq	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990733	Illumina NovaSeq 6000	HG01279	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-25T20:06:00Z	1	HG01279	ERP120144	AMR									
ERR3988869	WGS	JTFH01	300	113335833600	PRJEB36890	SAMEA6603681	11712754116	NYGC	public	cram,sra,run.zq	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990734	Illumina NovaSeq 6000	HG01343	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-29T02:07:00Z	1	HG01343	ERP120144	AMR									
ERR3988870	WGS	JTFH01	300	114444906900	PRJEB36890	SAMEA6603682	12019388644	NYGC	public	sra,run.zq,cram	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990735	Illumina NovaSeq 6000	HG01346	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-28T19:18:00Z	1	HG01346	ERP120144	AMR									
ERR3988871	WGS	GCA_000001405.24	300	110337166800	PRJEB36890	SAMEA6603683	10897884155	NYGC	public	sra,cram,run.zq	gs,ncbi,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990736	Illumina NovaSeq 6000	HG01347	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	CLM	2020-04-24T00:00:00Z	2020-04-25T08:44:00Z	1	HG01347	ERP120144	AMR									
